Ensembl Gene Record	A778_D0_gene	A820_D0_gene	A870_D0_gene	A899_D0_gene
ENSG00000054803.3	0	0	0	12
ENSG00000054965.10	1325	2109	1393	1654
ENSG00000054967.12	257	459	235	209
ENSG00000054983.16	327	293	393	998
ENSG00000055044.10	2086	2159	2618	2327
ENSG00000055070.16	2179	2747	2112	3693
ENSG00000055118.14	226	139	691	456
ENSG00000055130.15	926	566	956	1995
ENSG00000055147.18	164	187	350	246
ENSG00000055163.19	446	648	988	678
ENSG00000055208.18	1515	649	848	1832
ENSG00000055211.13	679	425	401	807
ENSG00000055332.17	2684	2025	1353	2022
ENSG00000055483.19	1075	1663	829	1688
ENSG00000055609.17	2167	640	2232	3550
ENSG00000055732.12	43	635	285	1298
ENSG00000055813.5	2	34	17	134
ENSG00000055917.15	3204	2137	1817	2655
ENSG00000055950.16	567	378	219	1279
ENSG00000055955.15	4	6	6	11
ENSG00000056050.6	84	143	125	194
ENSG00000056097.15	1640	2007	1127	2720
ENSG00000056277.15	70	119	54	240
ENSG00000056487.15	0	0	0	44
ENSG00000056558.10	186	110	31	540
ENSG00000056586.15	1283	1042	859	1198
ENSG00000056736.9	80	95	105	112
ENSG00000056972.18	379	118	188	619
ENSG00000056998.19	5	138	32	379
ENSG00000057019.15	1802	1115	2892	5704
ENSG00000057149.15	2	1	1	0
ENSG00000057252.12	614	354	245	642
ENSG00000057294.14	1092	2420	567	1196
ENSG00000057468.6	1	4	17	5
ENSG00000057593.13	7	1	0	4
ENSG00000057608.16	4122	2228	2925	7332
ENSG00000057657.16	17	17	7	8
ENSG00000057663.15	500	247	541	677
ENSG00000057704.12	287	20	625	3427
ENSG00000057757.9	479	518	759	880
ENSG00000057935.13	1461	819	788	1642
ENSG00000058056.8	271	204	260	613
ENSG00000058063.15	904	786	593	1541
ENSG00000058085.14	4444	1065	2495	5178
ENSG00000058091.16	240	201	217	952
ENSG00000058262.9	4645	3274	5219	18219
ENSG00000058272.18	1505	1119	1044	2165
ENSG00000058335.15	10	15	8	7
ENSG00000058404.19	61	88	17	1192
ENSG00000058453.16	487	598	411	1030
ENSG00000058600.15	992	1120	961	1774
ENSG00000058668.14	12399	4656	5765	5025
ENSG00000058673.16	90	67	116	111
ENSG00000058729.10	314	309	423	438
ENSG00000058799.14	352	200	134	711
ENSG00000058804.11	648	1359	451	1249
ENSG00000058866.14	52	23	18	92
ENSG00000059122.16	733	574	629	1058
ENSG00000059145.18	659	137	451	640
ENSG00000059377.16	58	58	29	43
ENSG00000059378.12	719	223	761	1361
ENSG00000059573.8	1385	1289	1302	2565
ENSG00000059588.9	1939	2608	1632	2533
ENSG00000059691.11	108	204	123	123
ENSG00000059728.10	876	196	412	840
ENSG00000059758.7	678	496	271	708
ENSG00000059769.19	213	158	125	195
ENSG00000059804.15	871	304	517	911
ENSG00000059915.16	171	22	53	789
ENSG00000060069.16	635	311	186	640
ENSG00000060138.12	2450	3920	2571	5602
ENSG00000060140.8	91	53	12	20
ENSG00000060237.16	3946	3061	4385	6441
ENSG00000060339.13	2107	1157	1737	4082
ENSG00000060491.16	1303	765	1410	1506
ENSG00000060558.3	114	21	33	60
ENSG00000060642.10	188	194	122	304
ENSG00000060656.19	2830	2583	2707	2934
ENSG00000060688.12	335	530	294	614
ENSG00000060709.15	28	136	0	5
ENSG00000060718.21	133	0	23	92
ENSG00000060749.15	932	1174	451	1243
ENSG00000060762.18	166	179	348	262
ENSG00000060971.17	411	635	1086	632
ENSG00000060982.14	12089	3698	253	128
ENSG00000061273.17	7591	3242	7055	8409
ENSG00000061337.15	100	1	3	11
ENSG00000061455.10	12	92	19	8
ENSG00000061656.9	153	109	159	176
ENSG00000061676.14	6209	3017	2025	4558
ENSG00000061794.12	872	1136	634	1067
ENSG00000061918.12	202	36	142	11
ENSG00000061936.9	1386	1847	1766	2426
ENSG00000061938.17	2086	556	1203	2433
ENSG00000061987.15	1263	841	933	1731
ENSG00000062038.13	1565	135	668	2180
ENSG00000062194.15	2361	1582	1054	1750
ENSG00000062282.14	47	126	76	59
ENSG00000062370.16	130	34	44	159
ENSG00000062485.18	3359	4226	2143	5368
ENSG00000062524.15	9	11	3	14
ENSG00000062582.13	100	205	162	478
ENSG00000062598.17	1318	332	1173	1116
ENSG00000062650.18	1607	620	988	2388
ENSG00000062716.12	3690	13582	7734	10936
ENSG00000062725.9	747	757	581	1283
ENSG00000062822.13	414	430	286	722
ENSG00000063015.19	1	0	0	14
ENSG00000063046.17	6977	13307	5372	10124
ENSG00000063127.15	32	4	0	23
ENSG00000063169.10	458	160	370	532
ENSG00000063176.15	452	89	377	474
ENSG00000063177.12	4605	6569	8874	8419
ENSG00000063180.8	66	23	123	442
ENSG00000063241.7	689	392	857	1858
ENSG00000063244.12	2178	2043	3363	8486
ENSG00000063245.14	1408	153	1046	5829
ENSG00000063322.13	784	537	773	2584
ENSG00000063438.16	65	7	6	58
ENSG00000063587.14	380	1198	496	894
ENSG00000063601.16	352	1504	1423	1189
ENSG00000063660.8	2926	1674	1138	5581
ENSG00000063761.15	89	134	149	283
ENSG00000063854.12	502	215	503	908
ENSG00000063978.15	986	1090	425	969
ENSG00000064012.21	1096	715	674	1234
ENSG00000064042.17	1096	384	322	949
ENSG00000064102.14	414	560	351	837
ENSG00000064115.10	988	783	618	1176
ENSG00000064195.7	180	42	72	39
ENSG00000064199.6	111	141	87	76
ENSG00000064201.15	18	28	3	2
ENSG00000064205.10	1	2	11	39
ENSG00000064218.4	0	3	0	0
ENSG00000064225.12	62	190	424	268
ENSG00000064270.12	237	111	56	39
ENSG00000064300.8	12	10	41	312
ENSG00000064309.14	529	234	359	821
ENSG00000064313.11	1007	1487	585	903
ENSG00000064393.15	3327	1060	1380	1864
ENSG00000064419.13	1229	516	817	1905
ENSG00000064489.22	11	11	2	17
ENSG00000064490.13	773	576	920	1870
ENSG00000064545.14	302	620	539	806
ENSG00000064547.13	325	407	204	583
ENSG00000064601.18	3112	2117	3991	3902
ENSG00000064607.16	1655	2523	2769	4720
ENSG00000064651.13	611	1036	630	1160
ENSG00000064652.10	228	276	330	365
ENSG00000064655.18	11	174	1144	287
ENSG00000064666.14	1543	849	1542	425
ENSG00000064687.12	102	261	444	294
ENSG00000064692.18	17	12	43	21
ENSG00000064703.11	284	326	413	481
ENSG00000064726.9	1139	802	934	1768
ENSG00000064763.10	55	37	6	156
ENSG00000064787.13	21	23	10	41
ENSG00000064886.13	4	3	1	3
ENSG00000064932.15	1744	1485	1572	2612
ENSG00000064933.17	772	686	220	690
ENSG00000064961.18	821	684	1200	1461
ENSG00000064989.12	4	137	0	11
ENSG00000064995.17	733	291	410	734
ENSG00000064999.14	1310	544	590	1331
ENSG00000065000.17	2121	1917	1941	4940
ENSG00000065029.14	607	446	565	482
ENSG00000065054.13	791	962	904	563
ENSG00000065057.7	251	242	235	290
ENSG00000065060.16	624	297	330	1336
ENSG00000065135.10	1486	2122	1707	2481
ENSG00000065150.18	1776	3360	2459	3247
ENSG00000065154.11	1324	692	1526	3010
ENSG00000065183.15	4301	1125	1027	1020
ENSG00000065243.19	1381	1546	1314	1379
ENSG00000065268.10	291	309	231	412
ENSG00000065308.4	612	618	506	1443
ENSG00000065320.8	1942	1089	1086	5283
ENSG00000065325.12	1	1	7	7
ENSG00000065328.16	150	146	77	449
ENSG00000065357.19	774	92	367	391
ENSG00000065361.15	5349	1577	455	945
ENSG00000065413.19	77	110	66	54
ENSG00000065427.14	1335	1565	1841	1846
ENSG00000065457.10	143	113	188	241
ENSG00000065485.19	253	407	229	1296
ENSG00000065491.8	451	116	328	601
ENSG00000065518.7	840	1267	1440	3296
ENSG00000065526.10	2556	2426	1720	2979
ENSG00000065534.18	313	85	378	2525
ENSG00000065548.17	1832	1160	783	1768
ENSG00000065559.14	560	277	334	769
ENSG00000065600.12	251	167	118	208
ENSG00000065609.14	2	5	4	1
ENSG00000065613.13	1474	1476	637	2457
ENSG00000065615.13	240	147	104	248
ENSG00000065618.19	20	10	15	38
ENSG00000065621.14	529	494	456	1266
ENSG00000065665.20	504	108	150	590
ENSG00000065675.14	6	71	72	304
ENSG00000065717.14	653	128	253	615
ENSG00000065802.11	973	1317	464	913
ENSG00000065809.13	1287	354	754	1131
ENSG00000065833.8	49	18	180	247
ENSG00000065882.15	805	1337	875	738
ENSG00000065883.15	1354	921	830	2402
ENSG00000065911.11	1944	1385	2376	4040
ENSG00000065923.9	164	595	169	357
ENSG00000065970.8	614	257	315	1222
ENSG00000065978.18	5792	15848	15611	19281
ENSG00000065989.15	234	220	156	470
ENSG00000066027.11	1079	612	861	2548
ENSG00000066032.18	83	16	61	6
ENSG00000066044.14	2022	2422	881	2432
ENSG00000066056.13	16	10	177	604
ENSG00000066084.12	1272	933	489	1199
ENSG00000066117.14	1165	1017	685	1598
ENSG00000066135.12	938	843	956	1221
ENSG00000066136.20	850	804	1394	1908
ENSG00000066185.12	34	9	8	32
ENSG00000066230.11	68	81	95	91
ENSG00000066248.14	139	124	262	445
ENSG00000066279.17	456	709	363	535
ENSG00000066294.14	179	61	79	125
ENSG00000066322.14	1131	1487	1568	2034
ENSG00000066336.11	89	52	71	135
ENSG00000066379.14	208	107	258	258
ENSG00000066382.16	201	47	6	39
ENSG00000066422.4	471	395	632	997
ENSG00000066427.22	472	388	647	626
ENSG00000066455.12	828	570	811	1598
ENSG00000066468.22	890	147	751	2695
ENSG00000066557.5	290	350	321	369
ENSG00000066583.11	453	648	159	498
ENSG00000066629.17	430	91	257	688
ENSG00000066651.19	251	184	334	364
ENSG00000066654.13	843	323	707	1198
ENSG00000066697.14	296	319	105	373
ENSG00000066735.14	195	24	98	118
ENSG00000066739.11	618	614	1060	991
ENSG00000066777.8	2340	2399	1246	1982
ENSG00000066827.15	218	382	317	197
ENSG00000066855.15	335	417	301	365
ENSG00000066923.17	174	25	55	61
ENSG00000066926.10	329	291	96	845
ENSG00000066933.15	530	949	449	656
ENSG00000067057.16	3904	3932	3233	4052
ENSG00000067064.11	645	358	552	790
ENSG00000067066.16	829	814	1157	1368
ENSG00000067082.14	6397	3658	5498	16693
ENSG00000067113.16	97	178	62	194
ENSG00000067141.16	2678	1096	629	2751
ENSG00000067167.7	7246	9185	7282	4797
ENSG00000067177.14	84	364	90	355
ENSG00000067182.7	1957	3065	1666	4439
ENSG00000067191.15	162	1149	94	457
ENSG00000067208.14	348	352	405	373
ENSG00000067221.13	122	39	130	199
ENSG00000067225.17	15807	59819	19597	16654
ENSG00000067248.9	470	570	458	791
ENSG00000067334.13	854	942	1189	1449
ENSG00000067365.14	228	148	242	447
ENSG00000067369.13	2213	1697	889	2715
ENSG00000067445.20	554	141	140	826
ENSG00000067533.5	508	546	358	617
ENSG00000067560.10	2784	5349	3991	4860
ENSG00000067596.11	789	1252	502	1181
ENSG00000067601.7	20	15	40	41
ENSG00000067606.16	461	491	450	794
ENSG00000067704.9	2103	4172	1365	2219
ENSG00000067715.13	29	105	140	155
ENSG00000067798.15	8	16	3	2
ENSG00000067829.18	208	1333	1364	995
ENSG00000067836.12	498	210	641	701
ENSG00000067840.12	5	33	32	69
ENSG00000067842.17	3	8	1	8
ENSG00000067900.7	1282	834	1893	3200
ENSG00000067955.13	910	662	948	945
ENSG00000067992.13	49	75	39	68
ENSG00000068001.13	484	1117	429	688
ENSG00000068024.16	563	394	308	839
ENSG00000068028.17	210	330	299	224
ENSG00000068078.18	395	1618	258	265
ENSG00000068079.7	155	323	151	603
ENSG00000068097.14	254	306	209	442
ENSG00000068120.14	923	1767	862	895
ENSG00000068137.14	405	729	421	665
ENSG00000068305.17	981	822	1194	1422
ENSG00000068308.13	617	1711	631	2011
ENSG00000068323.16	583	925	589	2102
ENSG00000068354.15	210	319	289	636
ENSG00000068366.19	506	736	633	955
ENSG00000068383.18	603	167	422	800
ENSG00000068394.10	159	602	193	590
ENSG00000068400.13	862	1797	685	2954
ENSG00000068438.14	225	845	446	853
ENSG00000068489.12	262	741	180	671
ENSG00000068615.18	15	59	24	110
ENSG00000068650.18	3987	1359	2106	1998
ENSG00000068654.15	1906	2420	1335	2400
ENSG00000068697.6	7236	2417	4098	6195
ENSG00000068724.15	1165	317	758	1938
ENSG00000068745.14	926	1716	2696	1583
ENSG00000068784.12	226	203	130	195
ENSG00000068796.16	615	536	244	641
ENSG00000068831.18	19	8	5	8
ENSG00000068878.14	2482	989	1696	2814
ENSG00000068885.14	513	334	619	1132
ENSG00000068903.19	488	262	725	1684
ENSG00000068912.13	1108	620	684	1533
ENSG00000068971.13	471	276	463	379
ENSG00000068976.13	96	7	3	101
ENSG00000069011.15	2	120	45	211
ENSG00000069020.18	130	708	96	368
ENSG00000069122.18	13	28	4	23
ENSG00000069188.16	224	186	4	224
ENSG00000069248.11	1071	1013	758	1173
ENSG00000069275.12	5104	6655	5257	9017
ENSG00000069329.17	1979	1524	1354	2061
ENSG00000069345.11	1057	667	1195	1420
ENSG00000069399.14	655	508	534	796
ENSG00000069424.14	355	286	225	372
ENSG00000069482.6	5	49	13	19
ENSG00000069493.14	182	468	115	503
ENSG00000069509.5	97	137	77	186
ENSG00000069535.13	10	267	88	206
ENSG00000069667.15	13	1241	120	271
ENSG00000069696.6	50	59	0	39
ENSG00000069702.10	396	152	271	1180
ENSG00000069764.9	2	6	1	3
ENSG00000069812.11	451	49	108	75
ENSG00000069849.10	543	1289	902	2952
ENSG00000069869.16	33	132	11	30
ENSG00000069943.9	135	224	65	216
ENSG00000069956.11	1374	867	559	1756
ENSG00000069966.18	385	422	153	632
ENSG00000069974.15	319	310	91	372
ENSG00000069998.12	237	416	424	557
ENSG00000070010.18	528	378	1160	1232
ENSG00000070018.8	1542	1273	412	1625
ENSG00000070047.11	1353	1869	949	1700
ENSG00000070061.14	729	999	603	830
ENSG00000070081.16	873	242	435	1623
ENSG00000070087.14	1716	901	2081	5672
ENSG00000070159.13	743	960	285	581
ENSG00000070182.20	60	28	252	209
ENSG00000070190.12	451	27	55	484
ENSG00000070214.15	1168	1580	611	1176
ENSG00000070269.13	571	416	243	833
ENSG00000070366.13	599	295	195	817
ENSG00000070367.15	880	1451	677	1710
ENSG00000070371.15	44	39	430	384
ENSG00000070388.11	3	1	7	3
ENSG00000070404.9	771	194	532	1391
ENSG00000070413.19	1449	1022	2722	2701
ENSG00000070423.17	332	427	477	645
ENSG00000070444.14	1109	587	701	2091
ENSG00000070476.14	388	577	668	1906
ENSG00000070495.14	323	419	177	279
ENSG00000070501.11	441	228	285	349
ENSG00000070526.14	298	1261	91	100
ENSG00000070540.12	419	74	254	842
ENSG00000070601.9	40	33	105	109
ENSG00000070610.14	1219	1501	1651	1040
ENSG00000070614.14	1444	1794	3084	3775
ENSG00000070669.16	57	37	62	88
ENSG00000070718.11	837	977	538	475
ENSG00000070729.13	60	44	13	28
ENSG00000070731.10	152	161	181	108
ENSG00000070748.18	1	0	3	1
ENSG00000070756.15	16984	39209	17157	17958
ENSG00000070759.16	76	66	98	199
ENSG00000070761.7	361	250	374	537
ENSG00000070770.8	976	720	865	1506
ENSG00000070778.12	746	354	335	721
ENSG00000070785.16	141	249	243	531
ENSG00000070808.15	11	1	1	29
ENSG00000070814.19	758	1629	1708	1958
ENSG00000070831.15	419	891	372	578
ENSG00000070882.12	2749	1024	491	2054
ENSG00000070886.11	3	7	1	45
ENSG00000070915.9	6	0	1	4
ENSG00000070950.9	292	420	289	292
ENSG00000070961.15	2398	2453	1017	3247
ENSG00000070985.13	102	53	5	37
ENSG00000071051.13	1102	801	842	1528
ENSG00000071054.16	3276	1854	3360	3770
ENSG00000071073.12	854	268	962	773
ENSG00000071082.10	8444	15615	27125	23012
ENSG00000071127.16	3820	5014	1640	3612
ENSG00000071189.21	697	374	605	1146
ENSG00000071205.11	45	11	114	92
ENSG00000071242.11	1407	1347	507	1185
ENSG00000071243.15	370	440	303	583
ENSG00000071246.10	206	449	95	423
ENSG00000071282.11	206	39	185	818
ENSG00000071462.11	1523	1568	2083	2276
ENSG00000071537.13	2039	1313	2580	4756
ENSG00000071539.13	171	805	342	608
ENSG00000071553.16	1640	3148	6544	5659
ENSG00000071564.14	1145	745	672	1554
ENSG00000071575.11	2190	2944	443	1835
ENSG00000071626.16	1499	1737	2221	2841
ENSG00000071655.17	570	554	537	1297
ENSG00000071794.15	1028	1708	1434	3554
ENSG00000071859.14	385	2593	1090	2381
ENSG00000071889.16	267	966	964	1117
ENSG00000071894.16	3878	8462	3251	4395
ENSG00000071909.18	775	18	171	200
ENSG00000071967.11	381	152	1283	2622
ENSG00000071991.8	0	0	0	9
ENSG00000071994.10	1092	523	552	975
ENSG00000072041.16	12	155	1	0
ENSG00000072042.12	1010	1108	1197	1509
ENSG00000072062.13	792	1258	1293	2515
ENSG00000072071.16	802	922	1378	3237
ENSG00000072080.10	0	0	0	8
ENSG00000072110.13	2905	3379	3533	5646
ENSG00000072121.15	567	560	556	1474
ENSG00000072133.10	41	59	3	209
ENSG00000072134.15	1480	650	645	1883
ENSG00000072135.12	625	1700	1353	1719
ENSG00000072163.19	244	599	88	296
ENSG00000072182.12	13	0	2	2
ENSG00000072195.14	1213	127	1129	2652
ENSG00000072201.13	164	112	131	100
ENSG00000072210.18	1302	608	976	3444
ENSG00000072274.12	3986	7575	3843	7847
ENSG00000072310.16	1778	781	1435	2216
ENSG00000072364.12	3957	2587	2844	3664
ENSG00000072401.14	546	154	298	475
ENSG00000072415.8	624	876	639	1173
ENSG00000072422.16	393	78	40	252
ENSG00000072501.17	709	1734	807	3308
ENSG00000072506.12	259	1395	635	2112
ENSG00000072518.20	1402	1706	1311	1382
ENSG00000072571.19	167	412	327	418
ENSG00000072609.17	981	543	932	1169
ENSG00000072657.8	4	0	510	24
ENSG00000072682.18	915	801	950	1893
ENSG00000072694.20	33	28	14	31
ENSG00000072736.18	536	324	362	380
ENSG00000072756.16	319	305	341	199
ENSG00000072778.19	5255	7716	5937	11182
ENSG00000072786.12	412	282	272	378
ENSG00000072803.17	1013	977	1100	1386
ENSG00000072818.11	8	25	19	28
ENSG00000072832.14	25	187	12	209
ENSG00000072840.12	258	795	83	444
ENSG00000072849.10	798	323	655	1104
ENSG00000072858.10	2	3	2	0
ENSG00000072864.14	243	247	128	345
ENSG00000072952.18	19	5	3	37
ENSG00000072954.6	45	398	51	395
ENSG00000072958.8	403	899	415	1418
ENSG00000073008.14	767	576	902	2355
ENSG00000073050.11	449	460	533	609
ENSG00000073060.15	341	508	1275	1295
ENSG00000073067.13	84	2	4	25
ENSG00000073111.13	768	1881	558	2605
ENSG00000073146.15	3	6	16	50
ENSG00000073150.13	87	15	18	252
ENSG00000073169.13	132	238	280	432
ENSG00000073282.12	22	4	10	19
ENSG00000073331.17	260	218	251	407
ENSG00000073350.13	3577	2496	956	5059
ENSG00000073417.14	358	318	242	208
ENSG00000073464.11	93	43	174	553
ENSG00000073536.17	162	266	103	343
ENSG00000073578.16	1258	3855	3999	2212
ENSG00000073584.19	521	813	215	618
ENSG00000073598.5	1	1	0	2
ENSG00000073605.18	358	1120	90	686
ENSG00000073614.12	1590	1397	1310	2455
ENSG00000073670.13	78	69	20	81
ENSG00000073711.10	340	393	158	892
ENSG00000073712.14	1027	478	650	1367
ENSG00000073734.9	8	0	7	8
ENSG00000073737.16	354	7	280	223
ENSG00000073756.11	153	52	9	25
ENSG00000073792.15	4807	460	2361	8416
ENSG00000073803.13	157	460	1214	2356
ENSG00000073849.14	3390	2771	416	2662
ENSG00000073905.8	1	4	4	2
ENSG00000073910.21	269	98	132	710
ENSG00000073921.17	2794	3208	2495	2413
ENSG00000073969.18	473	312	508	583
ENSG00000074047.21	164	115	103	390
ENSG00000074054.18	1497	899	1167	1645
ENSG00000074071.14	715	619	1135	1237
ENSG00000074181.8	4105	1226	563	3659
ENSG00000074201.8	842	2029	1266	1064
ENSG00000074211.13	107	73	12	40
ENSG00000074219.13	1711	154	180	1013
ENSG00000074266.19	350	565	563	281
ENSG00000074276.10	6	6	2	40
ENSG00000074317.10	1	2	53	12
ENSG00000074319.12	1112	648	508	1588
ENSG00000074356.16	1534	796	998	2100
ENSG00000074370.17	172	48	99	320
ENSG00000074410.13	78	434	250	233
ENSG00000074416.14	986	1007	168	3722
ENSG00000074527.11	1457	3078	914	1411
ENSG00000074582.13	388	623	609	406
ENSG00000074590.13	224	219	83	407
ENSG00000074603.18	747	1219	413	1055
ENSG00000074621.13	376	255	126	324
ENSG00000074657.13	1649	1202	525	3436
ENSG00000074660.15	79	50	13	95
ENSG00000074695.5	2974	2264	1073	5370
ENSG00000074696.12	2237	2657	783	1702
ENSG00000074706.13	14	29	2	14
ENSG00000074755.14	1020	675	885	2052
ENSG00000074800.15	10615	41427	23557	26785
ENSG00000074803.18	0	0	6	16
ENSG00000074842.7	665	603	774	1631
ENSG00000074855.10	911	2184	1033	3768
ENSG00000074935.13	212	129	322	307
ENSG00000074964.16	508	316	225	520
ENSG00000074966.10	31	96	10	17
ENSG00000075035.9	1	1	7	49
ENSG00000075073.14	2	1	0	75
ENSG00000075089.9	569	362	379	638
ENSG00000075131.9	68	208	40	88
ENSG00000075142.13	872	1606	1214	1404
ENSG00000075151.20	1584	1884	2305	3209
ENSG00000075188.8	261	277	146	579
ENSG00000075213.10	606	485	108	191
ENSG00000075218.18	122	176	145	476
ENSG00000075223.13	1251	167	1404	884
ENSG00000075234.16	183	168	139	346
ENSG00000075239.13	209	1182	666	825
ENSG00000075240.16	767	427	564	829
ENSG00000075275.16	4995	2256	4432	4094
ENSG00000075290.7	1	2	1	2
ENSG00000075292.18	2602	1896	1724	2747
ENSG00000075303.12	274	465	399	292
ENSG00000075336.11	265	323	146	217
ENSG00000075340.22	371	379	392	985
ENSG00000075391.16	1425	295	856	1827
ENSG00000075399.13	416	121	126	487
ENSG00000075407.18	1005	483	818	1405
ENSG00000075413.17	1070	1078	1217	2109
ENSG00000075415.12	6046	8375	6897	14247
ENSG00000075420.12	2944	1298	1397	3981
ENSG00000075426.11	6578	3521	2968	4946
ENSG00000075461.5	1343	1736	491	517
ENSG00000075539.14	977	1189	414	453
ENSG00000075568.16	1487	1349	1218	1959
ENSG00000075618.17	2935	614	497	3129
ENSG00000075624.14	40483	16115	26545	61901
ENSG00000075643.5	64	12	255	570
ENSG00000075651.15	201	51	121	311
ENSG00000075673.11	1	0	1	9
ENSG00000075702.17	141	109	167	1188
ENSG00000075711.20	3598	1362	1696	4517
ENSG00000075785.12	2699	2932	2644	13667
ENSG00000075790.10	595	706	300	943
ENSG00000075826.16	112	72	132	334
ENSG00000075856.11	1608	1249	807	1965
ENSG00000075884.13	5	4	2	3
ENSG00000075886.10	1	8	1	1
ENSG00000075891.21	1316	0	2	2
ENSG00000075914.12	248	696	413	519
ENSG00000075945.12	530	310	569	467
ENSG00000075975.15	464	707	550	644
ENSG00000076003.4	528	1101	295	927
ENSG00000076043.9	426	1204	1106	1028
ENSG00000076053.10	521	628	508	652
ENSG00000076067.12	2855	985	1043	2524
ENSG00000076108.11	4019	2278	3436	6469
ENSG00000076201.14	1082	1440	1440	1762
ENSG00000076242.14	251	239	358	377
ENSG00000076248.10	921	1235	543	1670
ENSG00000076258.9	63	47	48	113
ENSG00000076321.10	351	250	270	447
ENSG00000076344.15	68	14	407	622
ENSG00000076351.12	312	570	236	838
ENSG00000076356.6	743	472	262	548
ENSG00000076382.16	292	461	155	887
ENSG00000076513.16	1916	815	2450	4152
ENSG00000076554.15	1518	2255	870	1611
ENSG00000076555.15	897	424	266	668
ENSG00000076604.14	2601	1336	1968	2253
ENSG00000076641.4	61	257	58	55
ENSG00000076650.6	191	201	186	457
ENSG00000076662.9	88	276	86	110
ENSG00000076685.18	3118	1828	1251	3896
ENSG00000076706.16	1177	369	367	1688
ENSG00000076716.8	23	576	787	1306
ENSG00000076770.14	173	283	103	481
ENSG00000076826.9	1285	1947	305	1217
ENSG00000076864.19	600	664	1166	788
ENSG00000076924.11	1244	1637	590	1969
ENSG00000076928.17	1413	519	849	5148
ENSG00000076944.15	1802	2064	633	2952
ENSG00000076984.17	1882	2173	678	2221
ENSG00000077044.10	757	604	421	941
ENSG00000077063.10	110	199	203	393
ENSG00000077092.18	82	250	55	76
ENSG00000077097.15	2271	2022	1812	2349
ENSG00000077147.15	5618	2481	3044	8022
ENSG00000077150.18	1612	753	942	2828
ENSG00000077152.10	223	213	120	368
ENSG00000077157.21	972	477	488	705
ENSG00000077232.17	4522	5508	1411	4292
